shipment_id,date,year,month,month_number,quarter,origin,destination,route,mode,hs_code,product_description,weight_kg,weight_tonnes,value_usd,shipment_value_million,status,bill_of_lading,shipper,consignee,remarks,Delay_Time(hrs),delay_days,Delay_Reason,delay_flag,delay_status
ADGF-2026065,2025-02-05,2025,February,2,1,"Kochi, India","Mumbai, India","Kochi, India → Mumbai, India",Sea,30049099,Pharmaceutical tablets,603.6,0.6036,15660.42,0.01566042,Delivered,BOL8549035883,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026934,2025-02-05,2025,February,2,1,"Rotterdam, Netherlands","Sydney, Australia","Rotterdam, Netherlands → Sydney, Australia",Air,85423900,Furniture (assembled),536.1,0.5361,13285.01,0.01328501,In Transit,BOL7221410846,Sunrise Exports,HomeStyle Furnitures,No Remarks,31.6,1.316666666666667,Vehicle Breakdown,True,Delayed
ADGF-2027396,2025-02-05,2025,February,2,1,Vietnam (unspecified),India,Vietnam (unspecified) → India,Sea,85171200,Stainless steel fasteners,2059.4,2.0594,42191.38,0.04219138,In Transit,BOL6035174778,A & D International,ABC Importers Pvt. Ltd.,No Remarks,14.0,0.5833333333333334,Documentation Error,True,Delayed
ADGF-2029049,2025-02-05,2025,February,2,1,"Shenzhen, China","Chennai, India","Shenzhen, China → Chennai, India",Sea,94036000,Lithium batteries (packets),280.1,0.2801,25741.12,0.02574112,In Transit,BOL5974317550,Oceanic Logistics Co.,ABC Importers Pvt. Ltd.,No Remarks,13.9,0.5791666666666667,Vehicle Breakdown,True,Delayed
ADGF-2030093,2025-02-05,2025,February,2,1,"Dubai, UAE","Los Angeles, USA","Dubai, UAE → Los Angeles, USA",Road,85171200,Textile rolls (cotton),1743.8,1.7438,4703.64,0.00470364,Delivered,BOL5387140229,TransIndia Cargo,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031020,2025-02-05,2025,February,2,1,"Mumbai, India","Ho Chi Minh City, Vietnam","Mumbai, India → Ho Chi Minh City, Vietnam",Air,85423900,Processed spices (ground),698.9,0.6989,27296.18,0.02729618,Delivered,BOL9245356593,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031665,2025-02-05,2025,February,2,1,"Kochi, India","London, UK","Kochi, India → London, UK",Sea,30049099,Fresh white flesh dragon fruits (public trade sample),762.2,0.7622000000000001,23281.04,0.02328104,Delivered,BOL1889365831,A & D International,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032305,2025-02-05,2025,February,2,1,"Ho Chi Minh City, Vietnam","Rotterdam, Netherlands","Ho Chi Minh City, Vietnam → Rotterdam, Netherlands",Sea,85423900,Smartphone units,321.5,0.3215,517115.1,0.5171150999999999,Delivered,BOL7101441495,TransIndia Cargo,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034613,2025-02-05,2025,February,2,1,"Istanbul, Turkey",Domestic,"Istanbul, Turkey → Domestic",Sea,85171200,Pharmaceutical tablets,213.1,0.21309999999999998,60570.54,0.06057054,Delivered,BOL6628093686,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034940,2025-02-05,2025,February,2,1,"Dubai, UAE","Chennai, India","Dubai, UAE → Chennai, India",Sea,30049099,Wheat flour,11061.2,11.061200000000001,1900.13,0.00190013,Delivered,BOL2346817246,Sunrise Exports,FreshFarms Importers,No Remarks,9.6,0.4,Scheduling Error,True,Delayed
ADGF-2035485,2025-02-05,2025,February,2,1,"Bangkok, Thailand",India,"Bangkok, Thailand → India",Air,39232990,Smartphone units,1173.9,1.1739000000000002,192998.38,0.19299838,Delivered,BOL5519054906,A & D International,Global Retail Ltd.,Customer requested priority handling,0.0,0.0,No Delay,False,On Time
ADGF-2036046,2025-02-05,2025,February,2,1,"Bangkok, Thailand","Rotterdam, Netherlands","Bangkok, Thailand → Rotterdam, Netherlands",Air,39232990,Lithium batteries (packets),85.8,0.0858,14266.41,0.01426641,Delivered,BOL3492722926,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036247,2025-02-05,2025,February,2,1,"Bangkok, Thailand","Melbourne, Australia","Bangkok, Thailand → Melbourne, Australia",Sea,94036000,Cocoa beans,2993.5,2.9935,8569.09,0.00856909,Delivered,BOL1483218470,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036291,2025-02-05,2025,February,2,1,"Kochi, India",Singapore,"Kochi, India → Singapore",Road,39232990,Processed spices (ground),1395.1,1.3951,12716.86,0.01271686,Delivered,BOL4133281174,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025403,2025-02-06,2025,February,2,1,Vietnam (unspecified),"Chennai, India","Vietnam (unspecified) → Chennai, India",Sea,30049099,Textile rolls (cotton),1034.0,1.034,5179.7,0.0051797,In Transit,BOL8619625912,A & D Global Freight Pvt. Ltd.,Unknown (trade database),No Remarks,20.4,0.85,Documentation Error,True,Delayed
ADGF-2025549,2025-02-06,2025,February,2,1,"Shanghai, China","Mumbai, India","Shanghai, China → Mumbai, India",Sea,39232990,Frozen shrimp,328.6,0.3286,48439.31,0.04843931,Delivered,BOL8928243100,A & D International,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026215,2025-02-06,2025,February,2,1,"Shenzhen, China","Chennai, India","Shenzhen, China → Chennai, India",Sea,94036000,Furniture (assembled),675.4,0.6754,14164.76,0.01416476,Delivered,BOL5127603003,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,15.1,0.6291666666666667,Traffic Issue,True,Delayed
ADGF-2026458,2025-02-06,2025,February,2,1,"Shenzhen, China","Bengaluru, India","Shenzhen, China → Bengaluru, India",Road,10063010,Smartphone units,377.4,0.37739999999999996,104530.52,0.10453052,Delivered,BOL7149069259,A & D International,Unknown (invoice),Port congestion noted,0.0,0.0,No Delay,False,On Time
ADGF-2027597,2025-02-06,2025,February,2,1,"Ho Chi Minh City, Vietnam","London, UK","Ho Chi Minh City, Vietnam → London, UK",Sea,7020010,Ceramic tiles,1044.4,1.0444,11602.71,0.011602709999999999,Delivered,BOL5158286901,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028253,2025-02-06,2025,February,2,1,"Sydney, Australia","Chennai, India","Sydney, Australia → Chennai, India",Air,30049099,Pharmaceutical tablets,76.8,0.0768,70731.47,0.07073147,Delivered,BOL1152990514,TransIndia Cargo,Unknown (trade database),Routine shipment,0.0,0.0,No Delay,False,On Time
ADGF-2029052,2025-02-06,2025,February,2,1,"Shenzhen, China","Bengaluru, India","Shenzhen, China → Bengaluru, India",Air,39232990,LED lamps,611.4,0.6113999999999999,7185.05,0.00718505,Delivered,BOL7568465839,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029211,2025-02-06,2025,February,2,1,"Ho Chi Minh City, Vietnam","New Delhi, India","Ho Chi Minh City, Vietnam → New Delhi, India",Road,7020010,Ceramic tiles,1957.9,1.9579000000000002,5452.76,0.00545276,Customs Hold,BOL4455100231,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,12.1,0.5041666666666667,Staff Shortage,True,Delayed
ADGF-2029539,2025-02-06,2025,February,2,1,"Jakarta, Indonesia","New Delhi, India","Jakarta, Indonesia → New Delhi, India",Road,8109090,Fresh dragon fruit,422.9,0.4229,4756.13,0.00475613,Delivered,BOL6521111990,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030588,2025-02-06,2025,February,2,1,"Ho Chi Minh City, Vietnam","Rotterdam, Netherlands","Ho Chi Minh City, Vietnam → Rotterdam, Netherlands",Air,Unknown,Plastic granules,1055.7,1.0557,2100.78,0.00210078,Delivered,BOL2870824959,Oceanic Logistics Co.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031084,2025-02-06,2025,February,2,1,"Istanbul, Turkey","Kolkata, India","Istanbul, Turkey → Kolkata, India",Road,Unknown,Frozen shrimp,3398.2,3.3981999999999997,5412.8,0.005412800000000001,Delivered,BOL2117877513,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031101,2025-02-06,2025,February,2,1,"Shanghai, China","Mumbai, India","Shanghai, China → Mumbai, India",Air,10063010,Fresh dragon fruit,1556.8,1.5568,18436.87,0.018436869999999998,Delivered,BOL4258349904,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031519,2025-02-06,2025,February,2,1,"Ho Chi Minh City, Vietnam","Melbourne, Australia","Ho Chi Minh City, Vietnam → Melbourne, Australia",Sea,10063010,Fresh white flesh dragon fruits (public trade sample),8047.8,8.0478,29769.31,0.02976931,Customs Hold,BOL9578921136,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035345,2025-02-06,2025,February,2,1,"Dubai, UAE","London, UK","Dubai, UAE → London, UK",Sea,8109090,Plastic granules,287.9,0.2879,30177.26,0.030177259999999997,In Transit,BOL8070559038,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,20.2,0.8416666666666667,Staff Shortage,True,Delayed
ADGF-2036104,2025-02-06,2025,February,2,1,"Bangkok, Thailand","Mumbai, India","Bangkok, Thailand → Mumbai, India",Sea,7020010,Paperboard rolls,1190.8,1.1907999999999999,4290.32,0.004290319999999999,Delivered,BOL8502811700,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036732,2025-02-06,2025,February,2,1,"Jakarta, Indonesia",Domestic,"Jakarta, Indonesia → Domestic",Sea,8109090,Pharmaceutical tablets,246.6,0.24659999999999999,38803.05,0.038803050000000006,Delivered,BOL8993968817,Sunrise Exports,HomeStyle Furnitures,Routine shipment,0.0,0.0,No Delay,False,On Time
ADGF-2026248,2025-02-07,2025,February,2,1,"Istanbul, Turkey","Chennai, India","Istanbul, Turkey → Chennai, India",Sea,85171200,Paperboard rolls,4649.0,4.649,13044.42,0.01304442,Delivered,BOL1218986953,A & D International,Global Retail Ltd.,No Remarks,16.4,0.6833333333333332,Traffic Issue,True,Delayed
ADGF-2027855,2025-02-07,2025,February,2,1,"Ho Chi Minh City, Vietnam","Bengaluru, India","Ho Chi Minh City, Vietnam → Bengaluru, India",Sea,94036000,Freight / tax invoice (public doc),631.8,0.6317999999999999,119506.69,0.11950669,Pending Pickup,BOL5878557621,A & D International,Unknown (trade database),Customer requested priority handling,7.2,0.3,Vehicle Breakdown,True,Delayed
ADGF-2028952,2025-02-07,2025,February,2,1,"Bangkok, Thailand","Melbourne, Australia","Bangkok, Thailand → Melbourne, Australia",Sea,7020010,Ceramic tiles,3411.1,3.4111,15287.26,0.01528726,In Transit,BOL2986904717,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030121,2025-02-07,2025,February,2,1,"Jakarta, Indonesia",Domestic,"Jakarta, Indonesia → Domestic",Sea,39232990,Cocoa beans,2269.4,2.2694,22085.76,0.02208576,Delivered,BOL7498524914,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030512,2025-02-07,2025,February,2,1,"Los Angeles, USA",India,"Los Angeles, USA → India",Sea,39232990,Stainless steel fasteners,2471.4,2.4714,13052.92,0.01305292,Delivered,BOL5981254403,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031092,2025-02-07,2025,February,2,1,"Istanbul, Turkey","Kolkata, India","Istanbul, Turkey → Kolkata, India",Air,Unknown,Engine parts,1879.6,1.8796,2172.28,0.0021722800000000004,Pending Pickup,BOL7027984444,Sunrise Exports,HomeStyle Furnitures,Manual verification completed,3.5,0.1458333333333333,Technical Glitch,True,Delayed
ADGF-2031594,2025-02-07,2025,February,2,1,"Istanbul, Turkey",India,"Istanbul, Turkey → India",Air,Unknown,Textile rolls (cotton),1355.7,1.3557000000000001,7204.56,0.0072045600000000005,Delivered,BOL9187351134,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031736,2025-02-07,2025,February,2,1,"Hamburg, Germany","New York, USA","Hamburg, Germany → New York, USA",Air,85171200,Pharmaceutical tablets,531.0,0.531,84578.03,0.08457803,Delivered,BOL2007653009,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032491,2025-02-07,2025,February,2,1,"Sydney, Australia","New York, USA","Sydney, Australia → New York, USA",Sea,7020010,Ceramic tiles,3594.2,3.5942,5422.3,0.0054223000000000006,Delivered,BOL5036138282,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033293,2025-02-07,2025,February,2,1,"Mumbai, India","Sydney, Australia","Mumbai, India → Sydney, Australia",Air,85171200,Fresh white flesh dragon fruits (public trade sample),2021.6,2.0216,9409.52,0.009409520000000001,In Transit,BOL2661391253,A & D Global Freight Pvt. Ltd.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033703,2025-02-07,2025,February,2,1,"Seattle, USA","Dubai, UAE","Seattle, USA → Dubai, UAE",Air,85171200,Freight / tax invoice (public doc),1573.9,1.5739,13060.26,0.01306026,Delivered,BOL9839996759,A & D International,FreshFarms Importers,No Remarks,40.3,1.679166666666666,Scheduling Error,True,Delayed
ADGF-2034477,2025-02-07,2025,February,2,1,"Dubai, UAE","Mumbai, India","Dubai, UAE → Mumbai, India",Sea,39232990,Furniture (assembled),276.8,0.2768,7227.84,0.00722784,Delivered,BOL3674681105,A & D Global Freight Pvt. Ltd.,Unknown (trade database),Routine shipment,0.0,0.0,No Delay,False,On Time
ADGF-2035303,2025-02-07,2025,February,2,1,"New Delhi, India",India,"New Delhi, India → India",Road,Unknown,Freight / tax invoice (public doc),984.4,0.9843999999999999,18195.06,0.018195060000000002,Delivered,BOL3609371019,Oceanic Logistics Co.,Unknown (trade database),No Remarks,16.5,0.6875,Holiday Closure,True,Delayed
ADGF-2035487,2025-02-07,2025,February,2,1,"Jakarta, Indonesia","Rotterdam, Netherlands","Jakarta, Indonesia → Rotterdam, Netherlands",Air,8109090,Processed spices (ground),5963.4,5.9634,4957.71,0.00495771,Delivered,BOL8704090928,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035645,2025-02-07,2025,February,2,1,"Dubai, UAE",India,"Dubai, UAE → India",Sea,8109090,Fresh dragon fruit,2193.8,2.1938,15435.2,0.015435200000000001,In Transit,BOL5037931937,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036154,2025-02-07,2025,February,2,1,Vietnam (unspecified),"London, UK","Vietnam (unspecified) → London, UK",Sea,7020010,Cocoa beans,883.4,0.8834,2925.42,0.00292542,Delivered,BOL1240393796,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025256,2025-02-08,2025,February,2,1,"Sydney, Australia","Melbourne, Australia","Sydney, Australia → Melbourne, Australia",Sea,10063010,Frozen shrimp,834.4,0.8344,16029.96,0.01602996,Delivered,BOL4260789061,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025281,2025-02-08,2025,February,2,1,"Shanghai, China","Mumbai, India","Shanghai, China → Mumbai, India",Sea,10063010,Printed circuit boards,253.1,0.2531,101874.96,0.10187496,Delivered,BOL7637895064,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025364,2025-02-08,2025,February,2,1,"Shenzhen, China",India,"Shenzhen, China → India",Sea,30049099,Furniture (assembled),1049.4,1.0494,41616.42,0.04161642,Delivered,BOL2517802130,Oceanic Logistics Co.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026351,2025-02-08,2025,February,2,1,"Jakarta, Indonesia",India,"Jakarta, Indonesia → India",Air,7020010,Pharmaceutical tablets,72.0,0.072,22439.73,0.022439729999999998,Pending Pickup,BOL4618388283,A & D International,FreshFarms Importers,No Remarks,16.6,0.6916666666666668,Technical Glitch,True,Delayed
ADGF-2028279,2025-02-08,2025,February,2,1,"Dubai, UAE","Sydney, Australia","Dubai, UAE → Sydney, Australia",Sea,7020010,Ceramic tiles,805.7,0.8057000000000001,9240.63,0.00924063,Delivered,BOL3188160082,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,1.4,0.05833333333333333,Customs Clearance,True,Delayed
ADGF-2029024,2025-02-08,2025,February,2,1,"Bangkok, Thailand","New York, USA","Bangkok, Thailand → New York, USA",Air,10063010,Lithium batteries (packets),242.6,0.24259999999999998,35941.67,0.035941669999999995,Delivered,BOL7418865255,Sunrise Exports,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029063,2025-02-08,2025,February,2,1,"Mumbai, India",India,"Mumbai, India → India",Air,85171200,Printed circuit boards,147.1,0.14709999999999998,26232.87,0.02623287,Delivered,BOL8161500437,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030028,2025-02-08,2025,February,2,1,"Istanbul, Turkey",Singapore,"Istanbul, Turkey → Singapore",Sea,85171200,Ceramic tiles,4094.1,4.0941,6265.27,0.006265270000000001,Delivered,BOL4326043283,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030847,2025-02-08,2025,February,2,1,"Kochi, India","Melbourne, Australia","Kochi, India → Melbourne, Australia",Sea,Unknown,Frozen shrimp,685.4,0.6854,56860.15,0.05686015,Delivered,BOL8365089746,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031216,2025-02-08,2025,February,2,1,"Shanghai, China",India,"Shanghai, China → India",Sea,85423900,Lithium batteries (packets),389.1,0.3891,11708.23,0.01170823,Delivered,BOL6017435570,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031525,2025-02-08,2025,February,2,1,"Rotterdam, Netherlands","London, UK","Rotterdam, Netherlands → London, UK",Sea,85423900,Freight / tax invoice (public doc),1437.8,1.4378,14927.26,0.01492726,Delivered,BOL2469310378,A & D Global Freight Pvt. Ltd.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032285,2025-02-08,2025,February,2,1,"Dubai, UAE","Chennai, India","Dubai, UAE → Chennai, India",Air,7020010,Plastic granules,1496.3,1.4963,6195.45,0.00619545,In Transit,BOL1596346436,TransIndia Cargo,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033022,2025-02-08,2025,February,2,1,"Rotterdam, Netherlands","Los Angeles, USA","Rotterdam, Netherlands → Los Angeles, USA",Sea,Unknown,Textile rolls (cotton),2994.8,2.9948,10448.53,0.010448530000000001,Delivered,BOL3993115270,A & D Global Freight Pvt. Ltd.,Unknown (invoice),Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2034935,2025-02-08,2025,February,2,1,"Los Angeles, USA","Rotterdam, Netherlands","Los Angeles, USA → Rotterdam, Netherlands",Sea,85171200,Paperboard rolls,361.2,0.36119999999999997,39799.0,0.039799,Delivered,BOL4698459103,A & D International,HomeStyle Furnitures,No Remarks,15.2,0.6333333333333333,Scheduling Error,True,Delayed
ADGF-2035217,2025-02-08,2025,February,2,1,"Shenzhen, China","Kolkata, India","Shenzhen, China → Kolkata, India",Air,30049099,Printed circuit boards,265.2,0.2652,23058.18,0.02305818,Delivered,BOL1464883689,A & D Global Freight Pvt. Ltd.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025046,2025-02-09,2025,February,2,1,"Hamburg, Germany","Los Angeles, USA","Hamburg, Germany → Los Angeles, USA",Sea,7020010,Lithium batteries (packets),160.7,0.16069999999999998,19711.84,0.01971184,In Transit,BOL5810931757,A & D Global Freight Pvt. Ltd.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025910,2025-02-09,2025,February,2,1,"Ho Chi Minh City, Vietnam","Sydney, Australia","Ho Chi Minh City, Vietnam → Sydney, Australia",Air,8109090,LED lamps,1110.3,1.1103,2241.11,0.00224111,Delivered,BOL5616403317,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027198,2025-02-09,2025,February,2,1,"Jakarta, Indonesia","Chennai, India","Jakarta, Indonesia → Chennai, India",Sea,7020010,Wheat flour,4663.7,4.6636999999999995,2307.79,0.00230779,Delivered,BOL4654269775,Oceanic Logistics Co.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028487,2025-02-09,2025,February,2,1,"Ho Chi Minh City, Vietnam","New Delhi, India","Ho Chi Minh City, Vietnam → New Delhi, India",Sea,39232990,Textile rolls (cotton),818.5,0.8185,9821.69,0.009821690000000001,Delivered,BOL1585613375,Sunrise Exports,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028858,2025-02-09,2025,February,2,1,"Jakarta, Indonesia","New Delhi, India","Jakarta, Indonesia → New Delhi, India",Sea,7020010,Paperboard rolls,829.3,0.8292999999999999,5269.14,0.00526914,Pending Pickup,BOL8422474578,A & D International,HomeStyle Furnitures,No Remarks,14.3,0.5958333333333333,Technical Glitch,True,Delayed
ADGF-2031551,2025-02-09,2025,February,2,1,"Bangkok, Thailand","New York, USA","Bangkok, Thailand → New York, USA",Sea,94036000,Plastic granules,906.5,0.9065,25412.83,0.02541283,Delivered,BOL2903468765,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032614,2025-02-09,2025,February,2,1,"Hamburg, Germany","Chennai, India","Hamburg, Germany → Chennai, India",Sea,39232990,LED lamps,926.5,0.9265,5538.71,0.00553871,Delivered,BOL9718320139,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032971,2025-02-09,2025,February,2,1,Vietnam (unspecified),"Mumbai, India","Vietnam (unspecified) → Mumbai, India",Road,85171200,Freight / tax invoice (public doc),614.7,0.6147,5178.87,0.0051788699999999995,In Transit,BOL3459906487,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034767,2025-02-09,2025,February,2,1,"Hamburg, Germany","Dubai, UAE","Hamburg, Germany → Dubai, UAE",Sea,Unknown,Paperboard rolls,867.1,0.8671,17353.43,0.01735343,Delivered,BOL2518669567,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035580,2025-02-09,2025,February,2,1,"Istanbul, Turkey","New York, USA","Istanbul, Turkey → New York, USA",Air,Unknown,LED lamps,2382.3,2.3823000000000003,1974.2,0.0019742,Delivered,BOL8502766264,A & D International,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036044,2025-02-09,2025,February,2,1,"Jakarta, Indonesia","London, UK","Jakarta, Indonesia → London, UK",Sea,85171200,Processed spices (ground),451.5,0.4515,20006.0,0.020006,Delivered,BOL2004538833,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025509,2025-02-10,2025,February,2,1,"New Delhi, India","Bengaluru, India","New Delhi, India → Bengaluru, India",Sea,85423900,Processed spices (ground),395.9,0.3959,9749.16,0.00974916,Cancelled,BOL1794610495,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027118,2025-02-10,2025,February,2,1,"Los Angeles, USA",Singapore,"Los Angeles, USA → Singapore",Sea,Unknown,Wheat flour,16015.2,16.0152,2626.98,0.00262698,Delivered,BOL9972533590,Oceanic Logistics Co.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028364,2025-02-10,2025,February,2,1,"Ho Chi Minh City, Vietnam","Rotterdam, Netherlands","Ho Chi Minh City, Vietnam → Rotterdam, Netherlands",Air,7020010,Engine parts,974.6,0.9746,25660.01,0.025660009999999997,Delivered,BOL4421120403,Sunrise Exports,FreshFarms Importers,No Remarks,22.8,0.9500000000000001,Holiday Closure,True,Delayed
ADGF-2029804,2025-02-10,2025,February,2,1,"Shenzhen, China","Chennai, India","Shenzhen, China → Chennai, India",Sea,30049099,Ceramic tiles,6872.5,6.8725,9002.55,0.00900255,Delivered,BOL9489167392,A & D International,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030744,2025-02-10,2025,February,2,1,"Jakarta, Indonesia","London, UK","Jakarta, Indonesia → London, UK",Sea,85171200,Fresh white flesh dragon fruits (public trade sample),907.7,0.9077000000000001,6556.29,0.00655629,In Transit,BOL4671902754,A & D International,Unknown (trade database),Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2031137,2025-02-10,2025,February,2,1,"Mumbai, India","Los Angeles, USA","Mumbai, India → Los Angeles, USA",Air,Unknown,Ceramic tiles,1604.5,1.6045,5499.94,0.005499939999999999,Delivered,BOL9998095224,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034728,2025-02-10,2025,February,2,1,"Seattle, USA","Bengaluru, India","Seattle, USA → Bengaluru, India",Air,10063010,Fresh dragon fruit,874.8,0.8747999999999999,3068.84,0.00306884,Delivered,BOL2136892590,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,15.2,0.6333333333333333,Staff Shortage,True,Delayed
ADGF-2034835,2025-02-10,2025,February,2,1,"Jakarta, Indonesia","Los Angeles, USA","Jakarta, Indonesia → Los Angeles, USA",Sea,85423900,Frozen shrimp,1673.9,1.6739000000000002,19046.08,0.019046080000000003,Delivered,BOL3437945655,Oceanic Logistics Co.,Unknown (trade database),Routine shipment,13.0,0.5416666666666666,Vehicle Breakdown,True,Delayed
ADGF-2036239,2025-02-10,2025,February,2,1,"Mumbai, India","New York, USA","Mumbai, India → New York, USA",Sea,8109090,Freight / tax invoice (public doc),292.3,0.2923,7081.43,0.0070814300000000005,Delivered,BOL7766638145,A & D Global Freight Pvt. Ltd.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025878,2025-02-11,2025,February,2,1,"Istanbul, Turkey",Domestic,"Istanbul, Turkey → Domestic",Sea,Unknown,Wheat flour,2607.4,2.6074,10198.65,0.01019865,Delivered,BOL2961319050,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,16.4,0.6833333333333332,Port Congestion,True,Delayed
ADGF-2026290,2025-02-11,2025,February,2,1,"Los Angeles, USA",India,"Los Angeles, USA → India",Air,85171200,Processed spices (ground),3106.4,3.1064000000000003,15214.96,0.01521496,Delivered,BOL6579785016,TransIndia Cargo,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026483,2025-02-11,2025,February,2,1,"Kochi, India",Domestic,"Kochi, India → Domestic",Air,Unknown,Furniture (assembled),318.9,0.31889999999999996,20189.96,0.02018996,Delivered,BOL4040829859,A & D Global Freight Pvt. Ltd.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
